[2025-10-20T14:55:48.089+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-20T14:55:48.127+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-20T14:54:00+00:00 [queued]>
[2025-10-20T14:55:48.141+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-20T14:54:00+00:00 [queued]>
[2025-10-20T14:55:48.144+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-10-20T14:55:48.168+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2025-10-20 14:54:00+00:00
[2025-10-20T14:55:48.182+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_minio', 'scheduled__2025-10-20T14:54:00+00:00', '--job-id', '43', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpshgmkha1']
[2025-10-20T14:55:48.186+0000] {standard_task_runner.py:91} INFO - Job 43: Subtask download_minio
[2025-10-20T14:55:48.186+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=43255) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-10-20T14:55:48.188+0000] {standard_task_runner.py:64} INFO - Started process 43269 to run task
[2025-10-20T14:55:48.292+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-20T14:54:00+00:00 [running]> on host 2afad6b2767c
[2025-10-20T14:55:48.428+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2025-10-20T14:54:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-10-20T14:54:00+00:00'
[2025-10-20T14:55:48.430+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-20T14:55:48.920+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760967513.json -> /tmp/minio_downloads/1760967513.json
[2025-10-20T14:55:48.931+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760967524.json -> /tmp/minio_downloads/1760967524.json
[2025-10-20T14:55:48.943+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760967536.json -> /tmp/minio_downloads/1760967536.json
